Table Name,ID,dates,details,scores,reviews,Blood and lymphatic system disorders,Cardiac disorders,Congenital familial and genetic disorders,Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,Injury poisoning and procedural complications,Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,Neoplasms benign malignant and unspecified (incl cysts and polyps),Nervous system disorders,Pregnancy puerperium and perinatal conditions,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,Respiratory thoracic and mediastinal disorders,Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,Product issues,Positive effects,Correct review ,Incorrect review ,Incompatibility
Разметка_Biotin,15,5/12/2022,Fred |  Age: 35-44 |   On supplement for 1 to 6 months |,"Condition: Biotin deficiency , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Been taking the suggested amount for almost 12 weeks now and Tbh have made no difference not the slightest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Разметка_Biotin,16,5/11/2022,Amelia |  Age: 45-54 |   On supplement for less than 1 month |,"Condition: Biotin deficiency , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",After research now I see why they made no difference to me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Разметка_Biotin,17,2/18/2022,Char27 |  Age: 19-24 |   On supplement for less than 1 month |,"Condition: Brittle nails , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",People should always consult a doctor first. After taking only one dose I felt like I was having a heart attack. Twice. I've never had heart issues. The side effects lasted way longer than anticipated as well. Scariest day of my life. Now I'm skeptical of every vitamin. You should be too.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,18,2/1/2022,MeanOldLady |  Age: 65-74 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My hair started thinning and then it was obvious that I was starting to lose a lot of hair. Read up on Biotin supplement and decided to try it.  Been taking Biotin for a couple of years now and there is 
no significant gain, my hair continues to thin and I've lost more hair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Разметка_Biotin,19,1/14/2022,SupplementLife |  Age: 25-34 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started supplementing Biotin 2-3 years ago after I noticed that my frontal hair was thinning. My hairline was always high but with the thinning it looked to be slowly receeding also. With hair loss being a major problem in my family and also seeing how my two older brothers were slowly losing their hair I began to do a little research. 
I decided against taking prescription medication and after browsing and reading I chose a supplement I wanted to try:  Biotin. I started taking 5000 mcg of Bio,tin daily and within a week saw results. My hair was starting to thicken and fill in nicely. I was even amazed that all these little baby hairs were sprouting along my hairline and bangs. I was literally growing a new hairline back. All these new hairs started sprouting along my hairline and my bangs were thicker which blew my mind. My nails were growing like weeds and were a LOT thicker. Also I noticed my skin was changing for the better. The dry spots on my face were gone and I even developed a glow from my skin. I was beyond satisfied with this product. 
P.S. I have tried Biotin tablets, powder capsules and gel caps and have found the tablets and powder capsules to work the best. Bought the tiny gel cap form last time and even at 10,000 mcg a day they don't work half as good as the other kinds. Just IME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,20,1/12/2022,Claire |  Age: 65-74 |   On supplement for 6 months to less than 1 year |,"Condition: Brittle nails , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I'm pretty healthy for a 71-year-old woman.  I take a few supplements for the aches and pains and other issues of old age.  I've been on levoxyl for hypothyroidism for 33 years, and I get my thyroid tested every year with my annual labs.  I was taking a B-Complex pill (OTC) on recommendation of my doctor due to pain for several years.  Recently, I started taking a collagen pill (OTC) to ward off wrinkles.  Three months ago I had my labs drawn and my levoxyl was increased and I was told to get it, rechecked in three months, which I did.  I got a call from my doctor saying my thyroid was still off, and are you taking any biotin?  So I checked.  My B-Complex pill has 1000% above necessary in biotin.  So I told the doctor this and she said to stop the biotin and get the thyroid rechecked in 2 weeks.  After we hung up, I checked all my supplements and noticed that the collagen pill has biotin also, 10,000% more than necessary.  So I have stopped both.  I wasn't taking it for ""brittle nails,"" I just needed to choose one of the ailments listed.  I only took it because it was in other pills.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Разметка_Biotin,21,11/30/2021,Hairful  Tablet |  Age: 19-24 |   On supplement for 1 to less than 2 years |,"Condition: Biotin deficiency , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","HairFul healthy supplement for hair fall and hairgrowth. Hair loss and thinning can have many causes—stress is a big one, for example—but there are vitamins and minerals you can take each morning that can support healthy hair growth. A supplement with biotin, acid, all the vitamins, or any combination of the above can help your hair grow back longer and stronger in as little as a few weeks. The key to getting the best results? Be consistent with the supplement and commit to them daily for at lea,st 3(Three) months. Not all hair growth supplements are vegan-friendly, either—so we included options below for all dietary needs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разметка_Biotin,22,11/15/2021,sonya |  Age: 45-54 |   On supplement for less than 1 month |,"Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","im taking the 10,000mg and just starting out. trying for healthy hair and skin. my nails grow long but tends to break after a med lenght. hopefully this will make them strong i will repost after a month wish me luck. gave low stars for now till after a month to come back and rate again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,23,7/9/2021,Old Lady |  Age: 65-74 |   On supplement for less than 1 month |,"Condition: Brittle nails , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My hairdresser recommended Biotin for my thinning hair. I started taking 5000 mcg daily.  I’ve only been taking it for a few weeks but have not seen a change in my hair. I HAVE seen a change in my awareness ( brain fog).  I barely missed causing two major automobile accidents, took linens off the bed to wash and left a pillowcase on one of the pillows, went for a walk and left my garage door open.  I cannot recall anything before the two close calls in my car. I have never done any of these thin,gs before. I am stopping the Biotin and hope things get better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,24,7/14/2020,Em |  Age: 13-18 |   On supplement for 1 to 6 months |,"Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Biotin for hair I haven’t noticed major differences but my eyelashes have grown loadssss And my hair health has improved a little along with nails.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Разметка_Biotin,25,6/24/2020,dudeandhiswife |  Age: 25-34 |   On supplement for 6 months to less than 1 year |,"Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking this after starting to lose my hair and confidence and the wife started taking it with me. Nails and hair definitely nicer. More noticeably hers, she has a full mane of long gorgeous hair now like a lion. The real benefit my wife and I received is dramatically increased sex drive for both of us. In turn helped my confidence and hers as she was never very sexually active. We both take Biotin every day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,26,11/22/2019,Lynn |  Age: 45-54 |   On supplement for 1 to less than 2 years |,"Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have taken low doses of Biotin for about 20 years; about 1,000/2,000 without any problems and great results.  After taking Wellbutrin for abouta year, I noticed gradual hair loss.  I stopped taking it and felt desperate to regain my thick hair.  I choose to buy Biotin 10,000 to speed up the process; big mistake!!!  Within a few months,  my scalp became itchy.  I sought treatment and help, but no doctor could determined be the cause.  I was told to use dandruff shampoo, which never helped.  A f,ew months later, I began having itchy patches on my body; mainly my elbows, knees, low back, outter thighs and my stomach.  Again, I asked a few doctors for help and was told that I have Ecezma for the first time in my life.  I used the steroid cream without much relief, so began feeling hopeless and depressed.  The itching is so bad that I rarely get a good nights sleep.      Long story short, I threw out all of my vitamins, thinking it had to be an allergic reaction to one of them.  The only one I kept was the biotin 10,000.  As my itching didn’t subside, I finally realized that it must be the biotin.  I did some on-line research and found that doses over 2,500 can cause skin eruptions, itchy rash and scalp!!!!  I have stopped taking it, and the it hi g is slowly becoming less severe.  I am truly hoping that gmo has only get better, as I have been determined to find the cause if my itching.  I have never had this issue before, and pray that I have found the reason.  So far, so good!!!  I can see that they don’t even list a Biotin 10,000 below, so picked Natures Bounty 5,000, so x2 a day!!!?? ugh!!!    I am just hoping that I can spare someone the anguish that I have endured.  More is definitely not better, and just because Amazon sells it doesn’t mean it’s safe.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Разметка_Biotin,27,11/21/2019,Missykay |  Age: 45-54 |   On supplement for less than 1 month |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had already lost nearly 1/2 of my hair over several months. I started taking10,000 mcg a day (I had already been taking the super B complex but it only has 500 MCG).  Within two weeks, my hair stopped falling out!  I was really shocked how well and how quickly it worked.  I think you have to take high doses for it to be effective. It's water-soluble so they shouldn't hurt you but always double check with your doctor and pharmacist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,28,10/24/2019,Biotin ---Plus! |  Age: 55-64 |   On supplement for 6 months to less than 1 year |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have suffered thinning hair for many years. I have used Rogaine ever since it came out, but it did not thicken my hair much. I began taking Biotin about 6 months ago. For the first 3 months, I felt my hair was thickening, but only slightly. I figured I needed additional help so I began taking some of the supplements listed in the famous Bargello's Vitamin Regimen (Google it). I have taken a multivitamin for many years along with a Vitamin D supplement, so I added MSM, Evening Primrose, and Fla,xseed Oil to my regimen. (No real science to my choice of products; I just went to Natural Grocers and stopped buying after my total reached $40.) I also added Vitamin B-12, based on some online reading. I have not added iron although some sources suggest it might be helpful. I have had no side effects at all, except -- about a month after adding the supplements, I experienced the worst shed of my life. My hair line receded (even more) and my hair thinned all over my scalp. With some careful teasing, artful arranging of the hair, generous application of Toppik, and lots of hairspray to keep everything in place, I was able to camouflage the shed enough to ride things out. It took about a month of misery and self-consciousness, but now my hair is growing in thicker than it has since I was a youngster! My hairline is filling in and there are no thin spots anywhere on my scalp, and the hair that is coming in is not the thin, fragile hair you get after your hair follicles have practically shut down, but robust medium-coarse hair and with no shedding to speak of -- I see only about 5 hairs in the sink after I comb my hair and arrange it, when I used to see at least 20-30. Honestly, it's as if the terrible hair shed I went through earlier was just this great new hair pushing the old stuff out of my follicles! It is SO GREAT having hair again! Try it for yourself!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,29,6/11/2019,Age: 25-34 |   On supplement for less than 1 month |,"Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have using Nutrifactor Biotin Plus 2500mcg for almost a month now. However, i don't know when is the best time to take it? i take it in between my breakfast. Can anyone tell me when is the best time to take it and is it ok to take it with breakfast?  Thanks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,30,5/14/2019,biotine |  Age: 55-64 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","its been almost 2 years im taking biotine , and still have some hair loss.....shoud i increase the daily dosage......thank you, linda domonte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Разметка_Biotin,31,8/26/2018,Age: 75 or over |   On supplement for 1 to 6 months |,"Condition: Brittle nails , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I developed an extremely itchy scalp.  The itch and rash on the nape of my neck is almost unbearable and hasn't gone away although I stopped taking the pills almost 3 weeks ago.  It was Nature's Bounty Hair, Skin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Разметка_Biotin,32,8/11/2018,Flutehappy  |  Age: 55-64 |   On supplement for 1 to 6 months |,"Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started out with a dosage of 5,000 mcg but changed to 10,000 on my second bottle, it took 5 months before my nails became strong. This is first  time my life my nails have been healthy! IÃ¢Â?Â?m 58 and have had no side effects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,33,7/27/2018,Age: 19-24 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","In 2011 I got the Mirena IUD. I had it in for 4 years with no problems until one day my hair started coming out in chunks causing huge bald spots. I was cramping and dizzy all the time, so I decided to have the IUD removed. Weeks passed and everything went back to normal except my hair. Over half my hair was gone and it wasn't coming back. I started taking biotin in February of 2016 and still take it everyday! My hair came back and just in time for my wedding day back in March of 2017. I swear b,y biotin and I recommend it to anyone and everyone!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,34,5/24/2018,Age: 35-44 |   On supplement for less than 1 month |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking because I had increased hair breakage. Breakage has been a problem all my life, but it had started to get very bad. I started taking 10000 MCG daily and within a month breakage is barely noticeable. I haven't had this little breakage EVER. I am using NeoCell Biotin Bursts. One chew per day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,35,4/29/2018,Biotin ---Plus! |  Age: 55-64 |   On supplement for 1 to less than 2 years |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I came back to add some more information about my experience with biotin and to urge all of you with thinning hair to try this treatment. It has been a life-changer for me. I no longer worry about whether my hair is arranged properly to cover all the balding areas, I no longer worry about going out in the wind or the rain or the sun -- all of which can reveal thinning hair. And, I look so much younger with a full head of hair. It really seems like a miracle, because now I have completely normall,y thick hair after having had badly thinning hair for approximately 45 years! Here is the additional information I wanted to share: (1) As I have continued to use biotin, my hair has continued to thicken and it just never seems to shed any more. (2) I use whatever kind of biotin is available, not necessarily a particular brand name. Lately, I have been buying ""Nature's Bounty"" from Sam's Club. (3) I take one (1) 10,000 mcg gelcap-type dose per day. (4) You must tell your doctor you are taking biotin -- make sure the information is entered on your chart, because the use of biotin can affect the results of your blood tests. I had told my doctor I was taking biotin and it was on my chart, but when I went in for my most recent physical and lab tests, the doctor called back and said my thyroid function looked a little off, which he said might have been due to the biotin, and he had me stay off the biotin for four (4) days and then come back in and take the test again (which was fine). So, do tell your doctor you are taking biotin, and lay off the biotin for several days before you go in for lab tests so you don't have to repeat the test the way I did. Anyway, I do urge you to try this stuff -- it truly is a miracle and has made me feel so much more confident about my appearance!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Разметка_Biotin,36,4/17/2018,Age: 19-24 |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Honestly as a young girl I always struggled with my hair growing, nails, everything, also, had a stage of alopecia at a time, anyways taking 10000 mg of biotin a day has really improved my hair my nails eyelashes everything I didn't even grow armpit hair before taking it and now I've had to shave that area which I never did before I really recommend it!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,37,10/7/2017,madhatter |  Age: 35-44 |   On supplement for less than 1 month |,"Condition: Brittle nails , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking the 2500 mcg for brittle nails 2 days ago. I have since had an upset stomach, itchy skin, and painful joints. I only took it Wednesday night and Thursday night it is now Friday. I will not be taking it again and it's going in the trash.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Разметка_Biotin,38,8/25/2017,Age: 75 or over |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been taking Biotin for a few years and I seem to have lost hair.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Разметка_Biotin,39,4/7/2017,laine |  Age: 65-74 |   On supplement for 1 to less than 2 years |,"Condition: Brittle nails , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have developed a skin rash on my arms.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Разметка_Biotin,40,4/2/2017,EchoCody |  Age: 65-74 |   On supplement for 6 months to less than 1 year |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking Biotin orally 5K mgs daily. Noticed stronger nails, less hair loss, restored texture with less thinning of the hair shaft, no difference in hair color retention, mild facial skin bumps near the chin. Not sure there is a correlation between skin bumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Разметка_Biotin,41,3/19/2017,msb |  Age: 75 or over |   On supplement for 5 to less than 10 years |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My hair fell out after treatment for cancer.  My beautician recommend Biotin. My hair is back to normal (I was a redhead) But now with a (little) grey. Give it a try!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,42,3/14/2017,helpinghair |  Age: 19-24 |   On supplement for 1 to 6 months |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Started taking biotin because I heard it was good for hair loss. It has worked great! My hair is definitely stronger and thicker. Found a great resource here: https://biotinhairgrowth.ca/blog/benefits-of-biotin-supplement.html which shows some other benifits.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,43,2/28/2017,hillro |  Age: 35-44 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking this after having Lap Band. My once thick hair was falling out and thinning badly. I started taking biotin slowly at first but I now take 10,000mcg a day. My hair, although not as thick as it was when I was in my 20's is now very thick. My hairdresser even remarked on how thick it was. I would definitely recommend. I use either Nature's made or Nature's Bounty interchangeably.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Разметка_Biotin,44,2/4/2017,patty |  Age: 65-74 |   On supplement for 2 to less than 5 years |,"Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",can't see any difference in my hair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
